period_ratio,mass_ratio,delta_res,attv_mean,attv_std,attv_min,attv_max,attv_count,attv_minutes_mean,attv_minutes_std,pttv_mean,pttv_std,stable_sum
1.2,0.372759,0.136667,0.011975707603141927,0.0076530307773426684,0.003358748861501226,0.0211322110335459,4,17.245018948524375,11.020364319373442,66653.16341804557,3.1530127037010183,4
1.2,0.372759,0.157778,0.00772354900133602,0.006125323983690569,0.0020401559959282167,0.014211322418304917,3,11.121910561923869,8.82046653651442,44458.41719858683,38447.10765223177,3
1.2,0.372759,0.178889,0.006458108582592104,0.005101249026741787,0.0017564615882292856,0.011881980775797274,3,9.29967635893263,7.345798598508173,66686.46115638415,57679.404476859854,3
1.2,0.372759,0.2,0.007004110294171066,0.005243559945299898,0.002232541493867757,0.012617745262105018,3,10.085918823606335,7.550726321231854,66699.62502325328,57657.83976834501,3
1.2,0.517947,0.031111,0.5446050383907277,,0.5446050383907277,0.5446050383907277,1,784.2312552826479,,66632.69120928393,,1
1.2,0.517947,0.052222,4.990316818744759,,4.990316818744759,4.990316818744759,1,7186.056218992453,,66639.03048396404,,1
1.2,0.517947,0.073333,4.9919281714828685,,4.9919281714828685,4.9919281714828685,1,7188.376566935331,,99985.1975345215,,1
1.2,0.517947,0.094444,4.996425421020831,8.60230966382983e-05,4.996364593505859,4.996486248535803,2,7194.852606269997,0.12387325915914957,99986.4594059803,1.1273401558273122,2
1.2,0.517947,0.115556,0.03401635100453859,0.015737159225978695,0.022888498999236617,0.04514420300984057,2,48.98354544653557,22.66150928540932,8605.241993615713,11384.394419878889,2
1.2,0.517947,0.136667,0.007772154786835017,0.004605029603103964,0.004515907126915408,0.011028402446754626,2,11.191902893042425,6.6312426284697095,66650.50410700537,2.848749026755421,2
1.2,0.517947,0.157778,0.0060084898923378205,0.003844962439635617,0.0032896908778639045,0.008727288906811737,2,8.652225444966462,5.536745913075288,33357.50162083872,47084.665236434696,2
1.2,0.517947,0.178889,0.004041352309968715,0.0018996424123407898,0.0026981022783729713,0.0053846023415644595,2,5.81954732635495,2.7354850737707372,50036.892271231336,70643.8378857029,2
1.2,0.517947,0.2,0.0047502767338301055,0.0020434876502897982,0.003305312759039225,0.006195240708620986,2,6.840398496715352,2.9426222164173095,50054.20070888741,70614.37059888325,2
1.2,0.719686,0.031111,0.16221591754629117,,0.16221591754629117,0.16221591754629117,1,233.59092126665928,,4341.339252784072,,1
1.2,0.719686,0.094444,4.999018372825958,,4.999018372825958,4.999018372825958,1,7198.58645686938,,66640.67796866062,,1
1.2,0.719686,0.115556,0.031110086974422302,,0.031110086974422302,0.031110086974422302,1,44.798525243168115,,530.0894285081324,,1
1.2,0.719686,0.136667,4.996468268040189,0.0016802564477402103,4.99528014731186,4.997656388768519,2,7194.914305977873,2.419569284745903,99990.02536893735,1.8750673904177522,2
1.2,0.719686,0.157778,4.9993180030578515,,4.9993180030578515,4.9993180030578515,1,7199.017924403306,,99996.72258465529,,1
1.2,0.719686,0.178889,2.4999741240514926,3.5294882312744513,0.004249061599214343,4.995699186503771,2,3599.9627386341494,5082.46305303521,99984.2801791717,0.8450530166724912,2
1.2,0.719686,0.2,2.5003131641215504,3.528734638590914,0.005120972166054116,4.995505356077047,2,3600.4509563350325,5081.377879570916,99987.93621490196,1.6378024404883127,2
1.2,1.0,0.01,5.222255819458951,,5.222255819458951,5.222255819458951,1,7520.048380020889,,66554.11216314937,,1
1.2,1.0,0.136667,4.99071292206645,,4.99071292206645,4.99071292206645,1,7186.626607775688,,66637.44119175532,,1
1.2,1.0,0.178889,4.995932954458112,,4.995932954458112,4.995932954458112,1,7194.143454419682,,99986.89893045618,,1
1.2,1.0,0.2,4.997684350710188,,4.997684350710188,4.997684350710188,1,7196.66546502267,,99991.03681188771,,1
1.2,1.389495,0.031111,5.25853658286178,,5.25853658286178,5.25853658286178,1,7572.292679320963,,14219.98789529631,,1
1.2,1.389495,0.157778,4.988576075895253,,4.988576075895253,4.988576075895253,1,7183.549549289164,,66617.63728171797,,1
1.2,1.389495,0.2,4.991751239540463,,4.991751239540463,4.991751239540463,1,7188.1217849382665,,66642.95105163835,,1
1.2,1.930698,0.073333,4.974300511370529,,4.974300511370529,4.974300511370529,1,7162.992736373562,,66547.54770232325,,1
1.2,1.930698,0.157778,5.705660397392421,,5.705660397392421,5.705660397392421,1,8216.150972245086,,49938.98953111458,,1
1.2,1.930698,0.178889,4.99279500029661,,4.99279500029661,4.99279500029661,1,7189.624800427118,,66629.69217507761,,1
1.2,1.930698,0.2,0.3101602158167225,,0.3101602158167225,0.3101602158167225,1,446.6307107760804,,33278.985235659144,,1
1.2,2.682696,0.031111,5.0363115970321815,,5.0363115970321815,5.0363115970321815,1,7252.288699726341,,66395.59671447884,,1
1.2,2.682696,0.052222,4.97830060787237,,4.97830060787237,4.97830060787237,1,7168.752875336213,,22100.40980814508,,1
1.2,2.682696,0.178889,4.980203125865955,,4.980203125865955,4.980203125865955,1,7171.492501246976,,99992.73379925205,,1
1.2,2.682696,0.2,3.3569287746213377,2.8481266946199226,0.0682292216733913,5.014205516577931,3,4833.977435454726,4101.302440252688,65039.18009676973,35766.27892881436,3
1.2,3.727594,0.052222,5.062315162233517,,5.062315162233517,5.062315162233517,1,7289.733833616265,,19844.6643168168,,1
1.2,3.727594,0.094444,5.017271374771099,,5.017271374771099,5.017271374771099,1,7224.870779670382,,5083.659748913662,,1
1.2,3.727594,0.115556,5.143096992796927,,5.143096992796927,5.143096992796927,1,7406.059669627575,,28389.95617848596,,1
1.2,5.179475,0.073333,5.190323444517617,,5.190323444517617,5.190323444517617,1,7474.065760105368,,12412.17953103842,,1
1.2,5.179475,0.115556,5.240907987227729,,5.240907987227729,5.240907987227729,1,7546.90750160793,,17978.278395805948,,1
1.2,5.179475,0.157778,5.423756408332338,,5.423756408332338,5.423756408332338,1,7810.209227998566,,33122.774002830134,,1
1.2,5.179475,0.178889,5.236717590074477,,5.236717590074477,5.236717590074477,1,7540.873329707247,,28497.436746953987,,1
1.2,7.196857,0.031111,4.953141671679077,,4.953141671679077,4.953141671679077,1,7132.524007217871,,6726.728425395688,,1
1.2,7.196857,0.052222,5.086402720862679,,5.086402720862679,5.086402720862679,1,7324.419918042258,,8231.826581446727,,1
1.2,7.196857,0.094444,4.932123145874357,,4.932123145874357,4.932123145874357,1,7102.257330059074,,15179.839161362503,,1
1.2,7.196857,0.136667,5.283506842288261,,5.283506842288261,5.283506842288261,1,7608.249852895096,,16572.86706329644,,1
1.2,7.196857,0.178889,5.099332028938079,,5.099332028938079,5.099332028938079,1,7343.038121670834,,22135.53502412901,,1
1.2,7.196857,0.2,5.243087850557458,,5.243087850557458,5.243087850557458,1,7550.04650480274,,24915.1048743509,,1
1.2,10.0,0.136667,5.023278955031856,,5.023278955031856,5.023278955031856,1,7233.521695245872,,9407.773535731074,,1
1.2,10.0,0.178889,5.092413894622496,,5.092413894622496,5.092413894622496,1,7333.076008256394,,15293.359650377311,,1
1.2,10.0,0.2,5.1566467572756665,,5.1566467572756665,5.1566467572756665,1,7425.57133047696,,16577.550754049284,,1
1.35,0.1,0.01,0.004610791486996391,0.0033034859970153254,0.0008111496315450495,0.008489028745430005,4,6.6395397412748025,4.757019835702068,66660.41021994044,2.4615340026484516,4
1.35,0.1,0.031111,0.010757003796788922,0.011382753524147292,0.00042964138356182957,0.028661803084105486,5,15.490085467376048,16.3911650747721,80004.56742702918,44687.54119091204,5
1.35,0.1,0.052222,0.004548053041071398,0.003671974047777354,0.0003967967313656118,0.009753596928931074,5,6.549196379142813,5.287642628799389,80007.94747628973,44675.30217339242,5
1.35,0.1,0.073333,0.004607595680863596,0.003235845795350749,0.0005386820485000499,0.007702293361944612,5,6.634937780443579,4.659617945305079,80018.36743584121,44651.015681960416,5
1.35,0.1,0.094444,0.00824096210199059,0.006099768682085323,0.001210734040796524,0.016262453700619517,5,11.86698542686645,8.783666902202864,80056.28199614954,44563.31540270887,5
1.35,0.1,0.115556,0.021097257757912758,0.011068277841832334,0.005805220603861017,0.03254571599791234,5,30.38005117139437,15.93832009223856,23886.78584901101,31985.72294507507,5
1.35,0.1,0.136667,0.002491220925504578,0.0015875710213229554,0.0004354548000264913,0.004490277474138438,5,3.5873581327265924,2.286102270705056,53372.289100813716,29713.5519545785,5
1.35,0.1,0.157778,0.0018697450774499912,0.0015070310732997806,0.000238981986647957,0.004073659576988575,5,2.6924329115279875,2.170124745551684,80012.91588139853,44659.73084023994,5
1.35,0.1,0.178889,0.002245367692836453,0.0022287577536268164,0.00017612376953479725,0.005733252275945233,5,3.2333294776844923,3.2094111652226154,80004.62328652124,44675.54094426695,5
1.35,0.1,0.2,0.001695050423381872,0.0014651463796736576,0.00014179534093727852,0.0038423830651197477,5,2.4408726096698956,2.109810786730067,79996.16470177071,44695.354808256474,5
1.35,0.13895,0.01,0.007782779319899191,0.005441450589969172,0.001095374195756449,0.01493841874548707,5,11.207202220654835,7.835688849555608,66659.16710950262,1.450143616740244,5
1.35,0.13895,0.031111,0.0143945687885207,0.015652525510370625,0.0005767750290033291,0.039312211843935074,5,20.72817905546981,22.539636734933698,80001.30263897574,44685.705328629054,5
1.35,0.13895,0.052222,0.006439656762086088,0.005262084920107498,0.000574688510823762,0.013926150983024854,5,9.273105737403966,7.577402284954798,80006.80487703846,44674.64183313794,5
1.35,0.13895,0.073333,0.005542282234819141,0.004049482457890124,0.0007643095632374752,0.011015350133675383,5,7.980886418139562,5.831254739361778,80019.87458012631,44651.801656487936,5
1.35,0.13895,0.094444,0.01189666608843254,0.009007849428959047,0.0017168835147458594,0.023807949579349952,5,17.131199167342857,12.971303177701026,80054.91152020301,44562.55295181252,5
1.35,0.13895,0.115556,0.02988643521797485,0.016027633597543466,0.008140703221442891,0.046649509598864825,5,43.03646671388378,23.079792380462592,23881.52200690592,31988.000353263844,5
1.35,0.13895,0.136667,0.0036951178779418116,0.002287509928981802,0.0006218978160177357,0.006241817522095516,5,5.3209697442362085,3.294014297733795,73368.58016178949,43364.32539081121,5
1.35,0.13895,0.157778,0.0023478689602288937,0.0018740482948867868,0.00033232963914997526,0.005107448950013804,5,3.380931302729607,2.698629544636973,66684.38617811278,40769.59597456937,5
1.35,0.13895,0.178889,0.002921368229075938,0.002970295123816912,0.0002460810150068937,0.007670252900993546,5,4.206770249869351,4.277224978296353,79997.2823603321,44698.032426725615,5
1.35,0.13895,0.2,0.0022031521503990347,0.0019154062625094655,0.00019564261185678333,0.005030340182031523,5,3.17253909657461,2.7581850180136303,79998.46138507753,44696.63905754425,5
1.35,0.19307,0.01,0.007520729563822215,0.005213826629330712,0.0015655199676984921,0.013667366469519493,4,10.82985057190399,7.507910346236225,66656.98457700558,1.7225858365377607,4
1.35,0.19307,0.031111,0.010564922672585908,0.010719850305989204,0.0007976311680977233,0.025299094151705503,4,15.213488648523708,15.436584440624456,75006.88247810287,49961.173257237315,4
1.35,0.19307,0.052222,0.006321286542515736,0.005133496868323828,0.000835148741316516,0.012743826217047172,4,9.10265262122266,7.392235490386313,75011.84861030412,49947.62311037912,4
1.35,0.19307,0.073333,0.005908499916586152,0.004381633238203259,0.001133275065512862,0.011246547135669971,4,8.508239879884059,6.309551863012695,75025.59649345416,49920.795325242965,4
1.35,0.19307,0.094444,0.012618429184826141,0.01033227525876963,0.002191557497951635,0.025591008550691186,4,18.170538026149643,14.87847637262827,75076.3151470699,49824.118727243396,4
1.35,0.19307,0.115556,0.04309073484660075,0.024266676599415674,0.011229761066033461,0.06985673450617469,5,62.050658179105085,34.944014303158575,28378.579358057752,25359.026586271415,5
1.35,0.19307,0.136667,0.005859922592208022,0.0037652023697482434,0.0009176045386993792,0.010251954412524356,5,8.438288532779552,5.42189141243747,80033.69284167004,44617.868119733124,5
1.35,0.19307,0.157778,0.002802955387033279,0.0022083461439130307,0.00045915608751556647,0.006106431424825587,5,4.036255757327922,3.1800184472347643,53353.26067774477,29756.574961492053,5
1.35,0.19307,0.178889,0.0037395773615827464,0.003912660087907951,0.0003387162339549832,0.01009452987966597,5,5.384991400679155,5.634230526587449,79998.74647536976,44698.85117050042,5
1.35,0.19307,0.2,0.002791845384256675,0.002449481835250871,0.00026889553291553625,0.006458364437577302,5,4.020257353329612,3.527253842761254,79998.09631967258,44696.43020099543,5
1.35,0.26827,0.01,0.006887790548110691,0.004579065946569447,0.002406485225947108,0.011558725476788823,3,9.918418389279395,6.593854963060004,66656.22924993369,2.9014008079399773,3
1.35,0.26827,0.031111,0.01392419069384232,0.014225599613858317,0.0012562390984385274,0.03361276573559735,4,20.05083459913294,20.484863443955973,66673.25523117378,47102.64131800029,4
1.35,0.26827,0.052222,0.008257270455032995,0.00664167326182973,0.001241087455127854,0.016584643144597067,4,11.890469455247512,9.56400949703481,75014.22501565273,49949.15564670405,4
1.35,0.26827,0.073333,0.008159718143360806,0.0062915229019782845,0.0016868294442247134,0.01596064142358955,4,11.74999412643956,9.05979297884873,75026.56012475168,49921.302536446754,4
1.35,0.26827,0.094444,0.01752826339946978,0.014778410467809061,0.0034706011845173634,0.03657528914845898,4,25.24069929523648,21.280911073645047,75076.526940271,49823.88196642536,4
1.35,0.26827,0.115556,0.05090253550224588,0.031778143504151854,0.015620858859620057,0.089324411987036,4,73.29965112323407,45.76052664597867,22967.74075042252,25752.29483458821,4
1.35,0.26827,0.136667,0.007482296559828683,0.005361370744394765,0.0013783771755697671,0.013833922621415695,4,10.774507046153303,7.720373871928462,75043.54219430768,49883.468185428355,4
1.35,0.26827,0.157778,0.0026530959261492626,0.0017935723904833267,0.0006433824733846905,0.004802970339600421,4,3.820458133654938,2.5827442422959903,50025.03157709568,33268.01944761581,4
1.35,0.26827,0.178889,0.002554963681447475,0.0022266500775771705,0.00047099864696065197,0.005578149631475071,4,3.6791477012843643,3.206376111711126,66667.19925847418,47114.59783278044,4
1.35,0.26827,0.2,0.0022601847404946085,0.0018194480636980184,0.0003726567761077604,0.004599624582908746,4,3.2546660263122362,2.6200052117251467,66668.97300273876,47113.487967480796,4
1.35,0.372759,0.01,0.02779298922941962,0.02601964704391591,0.003360070251801517,0.05701756327107432,5,40.02190449036425,37.46829174323891,73318.93310775679,14907.752491348605,5
1.35,0.372759,0.031111,0.0242781941173007,0.030956856501829177,0.0020183364758850075,0.06960620631434722,4,34.96059952891301,44.57787336263401,50007.30551795785,33294.709227271356,4
1.35,0.372759,0.052222,0.006563289522697839,0.005157827149265818,0.001837146577599924,0.012064969054335961,3,9.451136912684888,7.427271094942777,66689.69551767896,57676.50111291177,3
1.35,0.372759,0.073333,0.007407800883811433,0.005419528755522582,0.002500157421309268,0.013224295460531721,3,10.667233272688463,7.804121407952517,66705.1693294655,57642.96413962965,3
1.35,0.372759,0.094444,0.01387978767589478,0.011027966853999687,0.005034923804146274,0.026235840490699047,3,19.986894253288483,15.880272269759548,66769.81572331917,57528.305056681085,3
1.35,0.372759,0.115556,0.05282865268873138,0.031626738346609284,0.021589409691841865,0.084829142637318,3,76.07325987177319,45.54250321911737,13948.688915099754,22548.761332578175,3
1.35,0.372759,0.136667,0.008270279484956214,0.006260780127087505,0.002101667178067146,0.014619326739193639,3,11.90920245833695,9.015523383006007,66732.31050616193,57603.00194321047,3
1.35,0.372759,0.157778,0.002832039550241916,0.0019393641733533135,0.0009086458225624483,0.004786989062267821,3,4.078136952348359,2.7926844096287717,44480.669728447676,38414.9359897711,3
1.35,0.372759,0.178889,0.0029980485439722315,0.0024311304539714113,0.0006518131036159502,0.006266493953688723,4,4.317189903320013,3.5008278537188326,50015.590148808726,33286.082290399674,4
1.35,0.372759,0.2,0.002503374055879526,0.0020071157587274666,0.0005057256726104242,0.0051211831291695376,4,3.6048586404665173,2.8902466925675516,58336.71879437186,41918.52315978515,4
1.35,0.517947,0.01,0.007852278538848623,0.004649190652437776,0.004564804301480763,0.011139752776216483,2,11.307281095942017,6.6948345395103965,66650.35849483495,2.9104250081796432,2
1.35,0.517947,0.031111,0.012750116463090913,0.011829088610518365,0.0031653896294301376,0.025970237351430114,3,18.360167706850916,17.033887599146446,44456.689708325845,38444.05380207711,3
1.35,0.517947,0.052222,0.00415484780830333,0.0018760698713335253,0.002828266080303621,0.00548142953630304,2,5.9829808439567955,2.7015406147202765,50041.035027935715,70640.34930409212,2
1.35,0.517947,0.073333,0.008462726656337813,0.005795990250287106,0.003656214499642374,0.014899168032570742,3,12.18632638512645,8.346225960413433,99987.75151368174,4.277975443211183,3
1.35,0.517947,0.094444,0.0175633262502591,0.013351698647423894,0.007011283155407,0.032573753103861236,3,25.291189800373104,19.22644605229041,55663.18104681702,50723.98716925456,3
1.35,0.517947,0.115556,0.09740260862099603,0.060889721620869294,0.030003444057001616,0.1693794218444964,4,140.2597564142343,87.68119913405178,18774.790473448524,20815.01248940147,4
1.35,0.517947,0.136667,0.011860687566998726,0.008742878223521398,0.003281578370661009,0.02075861320918193,3,17.079390096478164,12.589744641870812,66732.16170345101,57603.294616332765,3
1.35,0.517947,0.157778,0.004512792305225351,0.003236940395019937,0.0013447859673760831,0.007814522170519922,3,6.498420919524506,4.661194168828708,66698.42326916539,57656.21082886394,3
1.35,0.517947,0.178889,0.0025230953461393333,0.0016395093728211586,0.0009188566229596518,0.004195734421955422,3,3.6332572984406397,2.3608934968624684,44450.953764557955,38461.85441138933,3
1.35,0.517947,0.2,0.0019392397011716394,0.0012563223717393106,0.0007298155955801633,0.0032377210970082615,3,2.7925051696871606,1.8091042153046073,44453.288383551,38460.692638664565,3
1.35,0.719686,0.01,4.992626044389908,0.0024553054897616267,4.990889881228213,4.994362207551603,2,7189.381503921468,3.5356399052567427,99989.83965692525,0.965171979193983,2
1.35,0.719686,0.031111,4.996625683281309,0.0034583831306441437,4.994180237117689,4.999071129444928,2,7195.140983925085,4.980071708127567,99993.53703036619,5.201675862340229,2
1.35,0.719686,0.052222,2.499531500859259,3.528586745018958,0.004443885451387075,4.994619116267131,2,3599.3253612373333,5081.164912827299,99986.36981705968,1.8713836272770847,2
1.35,0.719686,0.073333,2.500817564994822,3.5287446876183917,0.005618267303852065,4.996016862685792,2,3601.1772935925437,5081.392350170484,99991.05227211938,0.4835697958023325,2
1.35,0.719686,0.094444,0.01241339755961235,0.0038830600979740952,0.009667659432579967,0.015159135686644731,2,17.875292485841783,5.5916065410826965,33501.273848543395,46887.88965692071,2
1.35,0.719686,0.115556,0.06660702866975043,0.036295753874565316,0.040942054976767395,0.09227200236273347,2,95.91412128444063,52.26588557937405,871.6986512009333,88.44163050316916,2
1.35,0.719686,0.136667,0.009199953681672923,0.006258614827203649,0.004774444696522551,0.013625462666823296,2,13.24793330160901,9.012405351173255,99990.24468320083,2.9516822463095393,2
1.35,0.719686,0.157778,0.006310074277280364,0.004327312669960223,0.002171535656088963,0.010804216472024564,3,9.086506959283724,6.231330244742722,66697.54006169451,57655.648584394425,3
1.35,0.719686,0.178889,0.0038226259445461133,0.0025739273368640472,0.0013896554955863394,0.006517486301163444,3,5.504581360146403,3.7064553650842287,66673.53254344857,57707.16757813126,3
1.35,0.719686,0.2,0.002536351633364594,0.0014266440690856414,0.0011484982096590102,0.0039988552480636486,3,3.652346352045015,2.054367459483324,44450.939337530675,38458.65238477439,3
1.35,1.0,0.01,4.991166456205974,,4.991166456205974,4.991166456205974,1,7187.279696936603,,66637.23480262308,,1
1.35,1.0,0.031111,4.99520999359811,0.0004063822696966079,4.994922637939453,4.995497349256766,2,7193.102390781278,0.5851904683631154,83311.38080497785,23580.92261437383,2
1.35,1.0,0.052222,4.996360696837655,,4.996360696837655,4.996360696837655,1,7194.759403446224,,99990.07445535572,,1
1.35,1.0,0.073333,4.9989107746005175,,4.9989107746005175,4.9989107746005175,1,7198.431515424745,,99994.05288059822,,1
1.35,1.0,0.094444,0.01499067957479383,,0.01499067957479383,0.01499067957479383,1,21.586578587703116,,350.11913016275605,,1
